2026-06-03 19:49:30 | INFO | root | Logging to /mntdatalora/src/ECG-Denoising-LMMSE/logs/window_P32_medium_20260603_194930.log
2026-06-03 19:49:30 | INFO | root | Runtime context:
{
  "config_path": "/mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml",
  "hostname": "pod-4",
  "output_dir": "/mntdatalora/src/ECG-Denoising-LMMSE/outputs/transformer/window_P32_medium",
  "platform": "Linux-6.8.0-124-generic-x86_64-with-glibc2.39",
  "python": "3.12.3 (main, Mar  3 2026, 12:15:18) [GCC 13.3.0]"
}
2026-06-03 19:49:33 | INFO | root | Training ECGTransformerDenoiser for 200 epochs with 17824 train windows and 3145 validation windows
2026-06-03 19:49:33 | INFO | root | epoch=1 step=25 train_loss=0.21017695
2026-06-03 19:49:34 | INFO | root | epoch=1 step=50 train_loss=0.15415618
2026-06-03 19:49:34 | INFO | root | epoch=1 train_loss=0.13187904 val_loss=0.07206598
2026-06-03 19:49:34 | INFO | root | epoch=2 step=25 train_loss=0.06621395
2026-06-03 19:49:34 | INFO | root | epoch=2 step=50 train_loss=0.06400102
2026-06-03 19:49:34 | INFO | root | epoch=2 train_loss=0.06308879 val_loss=0.05793781
2026-06-03 19:49:34 | INFO | root | epoch=3 step=25 train_loss=0.05684352
2026-06-03 19:49:35 | INFO | root | epoch=3 step=50 train_loss=0.05557142
2026-06-03 19:49:35 | INFO | root | epoch=3 train_loss=0.05450699 val_loss=0.05394663
2026-06-03 19:49:35 | INFO | root | epoch=4 step=25 train_loss=0.04982278
2026-06-03 19:49:35 | INFO | root | epoch=4 step=50 train_loss=0.04921701
2026-06-03 19:49:35 | INFO | root | epoch=4 train_loss=0.04973954 val_loss=0.05196343
2026-06-03 19:49:35 | INFO | root | epoch=5 step=25 train_loss=0.04860834
2026-06-03 19:49:36 | INFO | root | epoch=5 step=50 train_loss=0.04741320
2026-06-03 19:49:36 | INFO | root | epoch=5 train_loss=0.04718068 val_loss=0.04951417
2026-06-03 19:49:36 | INFO | root | epoch=6 step=25 train_loss=0.04514961
2026-06-03 19:49:36 | INFO | root | epoch=6 step=50 train_loss=0.04551121
2026-06-03 19:49:36 | INFO | root | epoch=6 train_loss=0.04519475 val_loss=0.04726107
2026-06-03 19:49:37 | INFO | root | epoch=7 step=25 train_loss=0.04704758
2026-06-03 19:49:37 | INFO | root | epoch=7 step=50 train_loss=0.04507903
2026-06-03 19:49:37 | INFO | root | epoch=7 train_loss=0.04417873 val_loss=0.05470358
2026-06-03 19:49:37 | INFO | root | epoch=8 step=25 train_loss=0.04351285
2026-06-03 19:49:37 | INFO | root | epoch=8 step=50 train_loss=0.04240285
2026-06-03 19:49:37 | INFO | root | epoch=8 train_loss=0.04263486 val_loss=0.05320279
2026-06-03 19:49:38 | INFO | root | epoch=9 step=25 train_loss=0.03973295
2026-06-03 19:49:38 | INFO | root | epoch=9 step=50 train_loss=0.04128075
2026-06-03 19:49:38 | INFO | root | epoch=9 train_loss=0.04094411 val_loss=0.04868379
2026-06-03 19:49:38 | INFO | root | epoch=10 step=25 train_loss=0.04090951
2026-06-03 19:49:38 | INFO | root | epoch=10 step=50 train_loss=0.04081531
2026-06-03 19:49:38 | INFO | root | epoch=10 train_loss=0.04059397 val_loss=0.06101466
2026-06-03 19:49:39 | INFO | root | epoch=11 step=25 train_loss=0.04007691
2026-06-03 19:49:39 | INFO | root | epoch=11 step=50 train_loss=0.03824419
2026-06-03 19:49:39 | INFO | root | epoch=11 train_loss=0.03849698 val_loss=0.04727547
2026-06-03 19:49:39 | INFO | root | epoch=12 step=25 train_loss=0.03757462
2026-06-03 19:49:39 | INFO | root | epoch=12 step=50 train_loss=0.03772290
2026-06-03 19:49:39 | INFO | root | epoch=12 train_loss=0.03760340 val_loss=0.04781333
